action_row,enemy_id,enemy_name,action_type,source_id,action_name,effect_id,attack_point,attribute_id,wide_range,add_hp,add_mp,add_sp,calculation,snatch_hp,snatch_mp,snatch_sp,affixation_effect,relieve_effect,add_buff,continuous_turns,initial_usage_count,ai_rate,risk_tags,targeting,limitation
475,122,紅耳蝙蝠,普通攻擊,,基本攻擊效果,8,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
476,122,紅耳蝙蝠,特殊攻擊,7,特殊攻擊效果 7,7,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
477,131,吸血鬼,普通攻擊,,基本攻擊效果,27,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
478,131,吸血鬼,特殊攻擊,3,特殊攻擊效果 3,3,0,9,,,,,,,,,0,0,0,0,5,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
479,206,惡靈,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
480,121,黑蜈蚣,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
481,121,黑蜈蚣,特殊攻擊,3,特殊攻擊效果 3,3,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
482,397,赤尾蠍子,普通攻擊,,基本攻擊效果,35,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
483,408,武僧,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
484,120,蜈蚣,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
485,120,蜈蚣,特殊攻擊,3,特殊攻擊效果 3,3,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
486,108,熊,普通攻擊,,基本攻擊效果,8,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
487,108,熊,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,3,2,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
488,126,邪靈,普通攻擊,,基本攻擊效果,134,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
489,127,石骨魚,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
490,107,黑金剛,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
491,107,黑金剛,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
492,409,梅羅文加軍人,普通攻擊,,基本攻擊效果,5,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
493,407,教士,普通攻擊,,基本攻擊效果,6,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
494,407,教士,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
495,102,蛇,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
496,102,蛇,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
497,116,水蛇,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
498,106,野猴,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
499,106,野猴,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
500,132,侏儒,普通攻擊,,基本攻擊效果,34,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
501,132,侏儒,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,5,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
502,171,幽靈,普通攻擊,,基本攻擊效果,133,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
503,170,殭屍,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
504,113,巨蛾,普通攻擊,,基本攻擊效果,6,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
505,111,毒蜘蛛,普通攻擊,,基本攻擊效果,6,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
506,110,毒蠍子,普通攻擊,,基本攻擊效果,2,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
507,110,毒蠍子,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
508,105,度度鳥,普通攻擊,,基本攻擊效果,4,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
509,105,度度鳥,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
510,114,毒蟾蜍,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
511,114,毒蟾蜍,特殊攻擊,1,特殊攻擊效果 1,1,0,9,,,,,,,,,0,0,0,0,3,5,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
512,400,梅羅文加軍人,普通攻擊,,基本攻擊效果,5,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
513,115,巨蛙,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
514,112,隱翅蟲,普通攻擊,,基本攻擊效果,76,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
515,112,隱翅蟲,特殊攻擊,8,特殊攻擊效果 8,8,0,9,,,,,,,,,0,0,0,0,2,8,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
516,109,吸血蝙蝠,普通攻擊,,基本攻擊效果,76,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
517,109,吸血蝙蝠,特殊攻擊,9,特殊攻擊效果 9,9,23,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
518,101,黏怪,普通攻擊,,基本攻擊效果,1,0,9,,,,,,,,,0,0,0,0,,動態：連續普通攻擊越多，權重越低，最低 2。,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
519,101,黏怪,特殊攻擊,2,特殊攻擊效果 2,2,0,9,,,,,,,,,0,0,0,0,3,3,,player target or initialization self flag; runtime target set not proven,"definition only; damage/heal totals, successful targets and timings need runtime verification"
